idhod,hodnota,vuk,vuk_text,stapro_kod,vuzemi_cis,vuzemi_kod,rok,casref_od,casref_do,vuzemi_txt
967558924,10,DEM0007,Živě narození,4355,43,571792,2021,2021-01-01,2021-12-31,Kozomín
967558938,1,DEM0007,Živě narození,4355,43,571857,2021,2021-01-01,2021-12-31,Mladoňovice
967559949,1,DEM0007,Živě narození,4355,43,575151,2021,2021-01-01,2021-12-31,Kasalice
967559469,4,DEM0007,Živě narození,4355,43,573566,2021,2021-01-01,2021-12-31,Bělá
967560776,0,DEM0007,Živě narození,4355,43,578517,2021,2021-01-01,2021-12-31,Domoraz
967560785,2,DEM0007,Živě narození,4355,43,578541,2021,2021-01-01,2021-12-31,Jarov
967561707,14,DEM0007,Živě narození,4355,43,582158,2021,2021-01-01,2021-12-31,Olešnice
967561708,7,DEM0007,Živě narození,4355,43,582166,2021,2021-01-01,2021-12-31,Olomučany
967562035,3,DEM0007,Živě narození,4355,43,583375,2021,2021-01-01,2021-12-31,Mělčany
967563317,0,DEM0007,Živě narození,4355,43,587877,2021,2021-01-01,2021-12-31,Sedlatice
967563326,1,DEM0007,Živě narození,4355,43,587893,2021,2021-01-01,2021-12-31,Velké Tresné
967563337,13,DEM0007,Živě narození,4355,43,587931,2021,2021-01-01,2021-12-31,Stonařov
967563354,3,DEM0007,Živě narození,4355,43,588008,2021,2021-01-01,2021-12-31,Šimanov
967563361,58,DEM0007,Živě narození,4355,43,588024,2021,2021-01-01,2021-12-31,Telč
967564271,1,DEM0007,Živě narození,4355,43,591327,2021,2021-01-01,2021-12-31,Oponešice
967565555,0,DEM0007,Živě narození,4355,43,596132,2021,2021-01-01,2021-12-31,Mirošov
967565578,17,DEM0007,Živě narození,4355,43,596221,2021,2021-01-01,2021-12-31,Nová Ves u Nového Města na Moravě
967569047,123,DEM0007,Živě narození,4355,43,530883,2021,2021-01-01,2021-12-31,Vlašim
967566183,1,DEM0007,Živě narození,4355,43,598704,2021,2021-01-01,2021-12-31,Čížkov
967567484,313,DEM0007,Živě narození,4355,65,7205,2021,2021-01-01,2021-12-31,Otrokovice
967567494,966,DEM0007,Živě narození,4355,65,7207,2021,2021-01-01,2021-12-31,Uherské Hradiště
967567499,549,DEM0007,Živě narození,4355,65,7208,2021,2021-01-01,2021-12-31,Uherský Brod
967567521,1031,DEM0007,Živě narození,4355,65,7213,2021,2021-01-01,2021-12-31,Zlín
967567522,250,DEM0007,Živě narození,4355,65,8101,2021,2021-01-01,2021-12-31,Bílovec
967499987,3,DEM0007,Živě narození,4355,43,591246,2021,2021-01-01,2021-12-31,Nová Ves
967497315,6,DEM0007,Živě narození,4355,43,581828,2021,2021-01-01,2021-12-31,Křtiny
967498279,6,DEM0007,Živě narození,4355,43,585254,2021,2021-01-01,2021-12-31,Hostišová
967498283,7,DEM0007,Živě narození,4355,43,585262,2021,2021-01-01,2021-12-31,Hrobice
967499529,9,DEM0007,Živě narození,4355,43,589608,2021,2021-01-01,2021-12-31,Klenovice na Hané
967500810,5,DEM0007,Živě narození,4355,43,594270,2021,2021-01-01,2021-12-31,Krhovice
967500832,2,DEM0007,Živě narození,4355,43,594342,2021,2021-01-01,2021-12-31,Lesná
967497829,4,DEM0007,Živě narození,4355,43,583804,2021,2021-01-01,2021-12-31,Rudka
967504270,4,DEM0007,Živě narození,4355,43,526622,2021,2021-01-01,2021-12-31,Rohozec
967504286,3,DEM0007,Živě narození,4355,43,529478,2021,2021-01-01,2021-12-31,Čakov
967504304,4,DEM0007,Živě narození,4355,43,529559,2021,2021-01-01,2021-12-31,Dobrovítov
967501159,6,DEM0007,Živě narození,4355,43,595535,2021,2021-01-01,2021-12-31,Dolní Rožínka
967501463,5,DEM0007,Živě narození,4355,43,596647,2021,2021-01-01,2021-12-31,Rozsochy
967501465,12,DEM0007,Živě narození,4355,43,596655,2021,2021-01-01,2021-12-31,Rožná
967501476,7,DEM0007,Živě narození,4355,43,596680,2021,2021-01-01,2021-12-31,Řečice
967503755,12,DEM0007,Živě narození,4355,43,510432,2021,2021-01-01,2021-12-31,Šilheřovice
967509060,46,DEM0007,Živě narození,4355,43,546089,2021,2021-01-01,2021-12-31,České Velenice
967506353,2,DEM0007,Živě narození,4355,43,535966,2021,2021-01-01,2021-12-31,Jabkenice
967506360,2,DEM0007,Živě narození,4355,43,535982,2021,2021-01-01,2021-12-31,Kamenná
967506379,1,DEM0007,Živě narození,4355,43,536059,2021,2021-01-01,2021-12-31,Břehov
967508584,29,DEM0007,Živě narození,4355,43,544370,2021,2021-01-01,2021-12-31,Lidečko
967508588,13,DEM0007,Živě narození,4355,43,544396,2021,2021-01-01,2021-12-31,Liptál
967508613,28,DEM0007,Živě narození,4355,43,544477,2021,2021-01-01,2021-12-31,Stráž nad Nisou
967508618,26,DEM0007,Živě narození,4355,43,544493,2021,2021-01-01,2021-12-31,Homole
967505908,4,DEM0007,Živě narození,4355,43,534536,2021,2021-01-01,2021-12-31,Vidice
967505914,6,DEM0007,Živě narození,4355,43,534561,2021,2021-01-01,2021-12-31,Vlastějovice
967505936,6,DEM0007,Živě narození,4355,43,534625,2021,2021-01-01,2021-12-31,Zbýšov
967506911,4,DEM0007,Živě narození,4355,43,537616,2021,2021-01-01,2021-12-31,Oskořínek
967506921,52,DEM0007,Živě narození,4355,43,537641,2021,2021-01-01,2021-12-31,Pečky
967506932,10,DEM0007,Živě narození,4355,43,537675,2021,2021-01-01,2021-12-31,Pňov-Předhradí
967509234,2,DEM0007,Živě narození,4355,43,546852,2021,2021-01-01,2021-12-31,Černěves
967509249,0,DEM0007,Živě narození,4355,43,546895,2021,2021-01-01,2021-12-31,Brodec
967509285,5,DEM0007,Živě narození,4355,43,547000,2021,2021-01-01,2021-12-31,Životice u Nového Jičína
967511560,4,DEM0007,Živě narození,4355,43,554847,2021,2021-01-01,2021-12-31,Mrákotín
967511578,13,DEM0007,Živě narození,4355,43,554880,2021,2021-01-01,2021-12-31,Tři Sekery
967512670,3,DEM0007,Živě narození,4355,43,560677,2021,2021-01-01,2021-12-31,Šindelová
967512678,5,DEM0007,Živě narození,4355,43,560707,2021,2021-01-01,2021-12-31,Vřesová
967510131,5,DEM0007,Živě narození,4355,43,549851,2021,2021-01-01,2021-12-31,Skály
967515396,28,DEM0007,Živě narození,4355,43,569780,2021,2021-01-01,2021-12-31,Ždírec nad Doubravou
967515400,5,DEM0007,Živě narození,4355,43,569798,2021,2021-01-01,2021-12-31,Horní Loděnice
967515410,2,DEM0007,Živě narození,4355,43,569828,2021,2021-01-01,2021-12-31,Babice
967516691,3,DEM0007,Živě narození,4355,43,573876,2021,2021-01-01,2021-12-31,Zderaz
967516702,1,DEM0007,Živě narození,4355,43,573906,2021,2021-01-01,2021-12-31,Borová
967513704,4,DEM0007,Živě narození,4355,43,564079,2021,2021-01-01,2021-12-31,Horní Řasnice
967513709,3,DEM0007,Živě narození,4355,43,564087,2021,2021-01-01,2021-12-31,Poštovice
967515003,7,DEM0007,Živě narození,4355,43,568554,2021,2021-01-01,2021-12-31,Rybí
967515022,10,DEM0007,Živě narození,4355,43,568597,2021,2021-01-01,2021-12-31,Dolní Krupá
967515026,3,DEM0007,Živě narození,4355,43,568619,2021,2021-01-01,2021-12-31,Druhanov
967515029,31,DEM0007,Živě narození,4355,43,568635,2021,2021-01-01,2021-12-31,Golčův Jeníkov
967518318,3,DEM0007,Živě narození,4355,43,579963,2021,2021-01-01,2021-12-31,Bučina
967518324,14,DEM0007,Živě narození,4355,43,579971,2021,2021-01-01,2021-12-31,Bystřec
967518347,0,DEM0007,Živě narození,4355,43,580066,2021,2021-01-01,2021-12-31,České Petrovice
967520939,4,DEM0007,Živě narození,4355,43,589594,2021,2021-01-01,2021-12-31,Kladky
967521304,4,DEM0007,Živě narození,4355,43,591009,2021,2021-01-01,2021-12-31,Lesonice
967517876,0,DEM0007,Živě narození,4355,43,578452,2021,2021-01-01,2021-12-31,Nedvězí
967519159,8,DEM0007,Živě narození,4355,43,583421,2021,2021-01-01,2021-12-31,Moravské Bránice
967519164,0,DEM0007,Živě narození,4355,43,583464,2021,2021-01-01,2021-12-31,Nelepeč-Žernůvka
967519203,20,DEM0007,Živě narození,4355,43,583553,2021,2021-01-01,2021-12-31,Opatovice
967520183,1,DEM0007,Živě narození,4355,43,587001,2021,2021-01-01,2021-12-31,Černíč
967523411,31,DEM0007,Živě narození,4355,43,598739,2021,2021-01-01,2021-12-31,Stará Ves nad Ondřejnicí
967524411,161,DEM0007,Živě narození,4355,65,4210,2021,2021-01-01,2021-12-31,Podbořany
967524413,307,DEM0007,Živě narození,4355,65,4211,2021,2021-01-01,2021-12-31,Roudnice nad Labem
967524417,304,DEM0007,Živě narození,4355,65,4212,2021,2021-01-01,2021-12-31,Rumburk
967521715,10,DEM0007,Živě narození,4355,43,592528,2021,2021-01-01,2021-12-31,Popovice
967521734,0,DEM0007,Živě narození,4355,43,592587,2021,2021-01-01,2021-12-31,Staré Hutě
967521751,4,DEM0007,Živě narození,4355,43,592633,2021,2021-01-01,2021-12-31,Stupava
967521758,5,DEM0007,Živě narození,4355,43,592650,2021,2021-01-01,2021-12-31,Sušice
967521760,0,DEM0007,Živě narození,4355,43,592668,2021,2021-01-01,2021-12-31,Svárov
967522736,8,DEM0007,Živě narození,4355,43,596191,2021,2021-01-01,2021-12-31,Níhov
967523951,1246,DEM0007,Živě narození,4355,101,40517,2021,2021-01-01,2021-12-31,Ústí nad Labem
967523979,1809,DEM0007,Živě narození,4355,101,40568,2021,2021-01-01,2021-12-31,Hradec Králové
967526364,2,DEM0007,Živě narození,4355,43,531162,2021,2021-01-01,2021-12-31,Felbabka
967526377,22,DEM0007,Živě narození,4355,43,531201,2021,2021-01-01,2021-12-31,Hostomice
967527388,27,DEM0007,Živě narození,4355,43,534382,2021,2021-01-01,2021-12-31,Sázava
967528767,6,DEM0007,Živě narození,4355,43,538922,2021,2021-01-01,2021-12-31,Okrouhlá
967528780,12,DEM0007,Živě narození,4355,43,538990,2021,2021-01-01,2021-12-31,Větrušice
967525907,2,DEM0007,Živě narození,4355,43,529745,2021,2021-01-01,2021-12-31,Hvězdonice
967525923,7,DEM0007,Živě narození,4355,43,529818,2021,2021-01-01,2021-12-31,Chotýšany
967526938,1,DEM0007,Živě narození,4355,43,532932,2021,2021-01-01,2021-12-31,Hradiště
967528249,2,DEM0007,Živě narození,4355,43,537187,2021,2021-01-01,2021-12-31,Drslavice
967532526,16,DEM0007,Živě narození,4355,43,553239,2021,2021-01-01,2021-12-31,Tučapy
967532537,5,DEM0007,Živě narození,4355,43,553263,2021,2021-01-01,2021-12-31,Vesce
967529506,2,DEM0007,Živě narození,4355,43,541443,2021,2021-01-01,2021-12-31,Obora
967530814,2,DEM0007,Živě narození,4355,43,547450,2021,2021-01-01,2021-12-31,Výkleky
967530855,3,DEM0007,Živě narození,4355,43,547638,2021,2021-01-01,2021-12-31,Budíkov
967530856,27,DEM0007,Živě narození,4355,43,547646,2021,2021-01-01,2021-12-31,Velké Poříčí
967532068,2,DEM0007,Živě narození,4355,43,551848,2021,2021-01-01,2021-12-31,Petrovice
967532072,4,DEM0007,Živě narození,4355,43,551864,2021,2021-01-01,2021-12-31,Dívčí Hrad
967532080,0,DEM0007,Živě narození,4355,43,551902,2021,2021-01-01,2021-12-31,Malá Štáhle
967530390,6,DEM0007,Živě narození,4355,43,545660,2021,2021-01-01,2021-12-31,Omlenice
967535025,22,DEM0007,Živě narození,4355,43,563790,2021,2021-01-01,2021-12-31,Rychnov u Jablonce nad Nisou
967535040,5,DEM0007,Živě narození,4355,43,563854,2021,2021-01-01,2021-12-31,Zásada
967535041,2,DEM0007,Živě narození,4355,43,563862,2021,2021-01-01,2021-12-31,Zlatá Olešnice
967536348,6,DEM0007,Živě narození,4355,43,568511,2021,2021-01-01,2021-12-31,Hostašovice
967536900,7,DEM0007,Živě narození,4355,43,570311,2021,2021-01-01,2021-12-31,Lochenice
967536904,8,DEM0007,Živě narození,4355,43,570320,2021,2021-01-01,2021-12-31,Lovčice
967536908,5,DEM0007,Živě narození,4355,43,570346,2021,2021-01-01,2021-12-31,Janová
967537608,163,DEM0007,Živě narození,4355,43,572659,2021,2021-01-01,2021-12-31,Jičín
967537617,1,DEM0007,Živě narození,4355,43,572683,2021,2021-01-01,2021-12-31,Dětřichov u Moravské Třebové
967538907,4,DEM0007,Živě narození,4355,43,577430,2021,2021-01-01,2021-12-31,Radostná pod Kozákovem
967539838,8,DEM0007,Živě narození,4355,43,580970,2021,2021-01-01,2021-12-31,Sruby
967541129,8,DEM0007,Živě narození,4355,43,586013,2021,2021-01-01,2021-12-31,Žlutava
967541131,251,DEM0007,Živě narození,4355,43,586021,2021,2021-01-01,2021-12-31,Hodonín
967541142,5,DEM0007,Živě narození,4355,43,586072,2021,2021-01-01,2021-12-31,Bukovany
967541147,18,DEM0007,Živě narození,4355,43,586099,2021,2021-01-01,2021-12-31,Čejč
967538148,1,DEM0007,Živě narození,4355,43,574449,2021,2021-01-01,2021-12-31,Kosořín
967538163,5,DEM0007,Živě narození,4355,43,574490,2021,2021-01-01,2021-12-31,Suchý Důl
967539456,0,DEM0007,Živě narození,4355,43,579246,2021,2021-01-01,2021-12-31,Trokavec
967539463,6,DEM0007,Živě narození,4355,43,579254,2021,2021-01-01,2021-12-31,Horní Kalná
967541787,1,DEM0007,Živě narození,4355,43,588059,2021,2021-01-01,2021-12-31,Račín
967544045,22,DEM0007,Živě narození,4355,43,596116,2021,2021-01-01,2021-12-31,Měřín
967544089,117,DEM0007,Živě narození,4355,43,596230,2021,2021-01-01,2021-12-31,Nové Město na Moravě
967545397,1077,DEM0007,Živě narození,4355,101,40797,2021,2021-01-01,2021-12-31,Prostějov
967545408,1057,DEM0007,Živě narození,4355,101,40827,2021,2021-01-01,2021-12-31,Kroměříž
967545412,1515,DEM0007,Živě narození,4355,101,40835,2021,2021-01-01,2021-12-31,Uherské Hradiště
967545416,1474,DEM0007,Živě narození,4355,101,40843,2021,2021-01-01,2021-12-31,Vsetín
967549649,15,DEM0007,Živě narození,4355,43,537021,2021,2021-01-01,2021-12-31,Běrunice
967546627,15,DEM0007,Živě narození,4355,43,510343,2021,2021-01-01,2021-12-31,Stěbořice
967547874,4,DEM0007,Živě narození,4355,43,531511,2021,2021-01-01,2021-12-31,Zlončice
967548877,18,DEM0007,Živě narození,4355,43,534617,2021,2021-01-01,2021-12-31,Zbraslavice
967548891,219,DEM0007,Živě narození,4355,43,534676,2021,2021-01-01,2021-12-31,Mělník
967549191,2,DEM0007,Živě narození,4355,43,535613,2021,2021-01-01,2021-12-31,Hvozdec
967546196,1135,DEM0007,Živě narození,4355,43,500496,2021,2021-01-01,2021-12-31,Olomouc
967547505,12,DEM0007,Živě narození,4355,43,530484,2021,2021-01-01,2021-12-31,Jeřmanice
967548438,14,DEM0007,Živě narození,4355,43,533301,2021,2021-01-01,2021-12-31,Doubravčice
967550826,0,DEM0007,Živě narození,4355,43,540803,2021,2021-01-01,2021-12-31,Chlum
967552130,8,DEM0007,Živě narození,4355,43,546496,2021,2021-01-01,2021-12-31,Ludvíkovice
967552151,2,DEM0007,Živě narození,4355,43,546551,2021,2021-01-01,2021-12-31,Újezd u Svatého Kříže
967553663,3,DEM0007,Živě narození,4355,43,551872,2021,2021-01-01,2021-12-31,Hlinka
967553677,2,DEM0007,Živě narození,4355,43,551911,2021,2021-01-01,2021-12-31,Stará Ves
967553327,4,DEM0007,Živě narození,4355,43,550523,2021,2021-01-01,2021-12-31,Stožec
967550378,86,DEM0007,Živě narození,4355,43,539309,2021,2021-01-01,2021-12-31,Chýně
967550405,7,DEM0007,Živě narození,4355,43,539392,2021,2021-01-01,2021-12-31,Kosoř
967550412,37,DEM0007,Živě narození,4355,43,539414,2021,2021-01-01,2021-12-31,Libčice nad Vltavou
967551691,0,DEM0007,Živě narození,4355,43,544957,2021,2021-01-01,2021-12-31,Lovčovice
967552689,2,DEM0007,Živě narození,4355,43,548570,2021,2021-01-01,2021-12-31,Kunemil
967552707,0,DEM0007,Živě narození,4355,43,548626,2021,2021-01-01,2021-12-31,Zvěstovice
967552712,2,DEM0007,Živě narození,4355,43,548634,2021,2021-01-01,2021-12-31,Podmoklany
967556961,2,DEM0007,Živě narození,4355,43,565105,2021,2021-01-01,2021-12-31,Levín
967556968,1,DEM0007,Živě narození,4355,43,565130,2021,2021-01-01,2021-12-31,Všesulov
967556974,4,DEM0007,Živě narození,4355,43,565156,2021,2021-01-01,2021-12-31,Libochovany
967556988,0,DEM0007,Živě narození,4355,43,565202,2021,2021-01-01,2021-12-31,Hracholusky
967554290,5,DEM0007,Živě narození,4355,43,553905,2021,2021-01-01,2021-12-31,Mrlínek
967555280,4,DEM0007,Živě narození,4355,43,559377,2021,2021-01-01,2021-12-31,Pňovany
967556509,3,DEM0007,Živě narození,4355,43,563773,2021,2021-01-01,2021-12-31,Radčice
967556545,1070,DEM0007,Živě narození,4355,43,563889,2021,2021-01-01,2021-12-31,Liberec
967556552,8,DEM0007,Živě narození,4355,43,563901,2021,2021-01-01,2021-12-31,Bílá
967561004,2,DEM0007,Živě narození,4355,43,579173,2021,2021-01-01,2021-12-31,Dolní Olešnice
967561012,6,DEM0007,Živě narození,4355,43,579181,2021,2021-01-01,2021-12-31,Doubravice
967561015,4,DEM0007,Živě narození,4355,43,579190,2021,2021-01-01,2021-12-31,Dubenec
967558196,1,DEM0007,Živě narození,4355,43,569402,2021,2021-01-01,2021-12-31,Rušinov
967558203,1,DEM0007,Živě narození,4355,43,569429,2021,2021-01-01,2021-12-31,Sázavka
967558219,3,DEM0007,Živě narození,4355,43,569461,2021,2021-01-01,2021-12-31,Skryje
967558234,4,DEM0007,Živě narození,4355,43,569526,2021,2021-01-01,2021-12-31,Milotice nad Opavou
967559524,1,DEM0007,Živě narození,4355,43,573728,2021,2021-01-01,2021-12-31,Veliš
967560490,6,DEM0007,Živě narození,4355,43,577545,2021,2021-01-01,2021-12-31,Stružinec
967561729,35,DEM0007,Živě narození,4355,43,582239,2021,2021-01-01,2021-12-31,Rájec-Jestřebí
967561739,9,DEM0007,Živě narození,4355,43,582271,2021,2021-01-01,2021-12-31,Rozseč nad Kunštátem
967561751,6,DEM0007,Živě narození,4355,43,582328,2021,2021-01-01,2021-12-31,Senetářov
967558759,1,DEM0007,Živě narození,4355,43,571253,2021,2021-01-01,2021-12-31,Ctětín
967558763,5,DEM0007,Živě narození,4355,43,571270,2021,2021-01-01,2021-12-31,Čankovice
967558768,1,DEM0007,Živě narození,4355,43,571296,2021,2021-01-01,2021-12-31,České Lhotice
967563079,6,DEM0007,Živě narození,4355,43,587095,2021,2021-01-01,2021-12-31,Dušejov
967563083,3,DEM0007,Živě narození,4355,43,587109,2021,2021-01-01,2021-12-31,Dyjice
967563098,1,DEM0007,Živě narození,4355,43,587150,2021,2021-01-01,2021-12-31,Hojkov
967564297,5,DEM0007,Živě narození,4355,43,591432,2021,2021-01-01,2021-12-31,Předín
967564306,8,DEM0007,Živě narození,4355,43,591459,2021,2021-01-01,2021-12-31,Přibyslavice
967565297,0,DEM0007,Živě narození,4355,43,595136,2021,2021-01-01,2021-12-31,Výrovice
967562611,4,DEM0007,Živě narození,4355,43,585319,2021,2021-01-01,2021-12-31,Jestřabí
967569057,1,DEM0007,Živě narození,4355,43,530930,2021,2021-01-01,2021-12-31,Štipoklasy
967565934,5,DEM0007,Živě narození,4355,43,597601,2021,2021-01-01,2021-12-31,Malá Morávka
967567225,1603,DEM0007,Živě narození,4355,65,5205,2021,2021-01-01,2021-12-31,Hradec Králové
967497033,10,DEM0007,Živě narození,4355,43,580694,2021,2021-01-01,2021-12-31,Němčice
967497036,5,DEM0007,Živě narození,4355,43,580708,2021,2021-01-01,2021-12-31,Svatý Jiří
967498337,12,DEM0007,Živě narození,4355,43,585521,2021,2021-01-01,2021-12-31,Návojná
967499244,3,DEM0007,Živě narození,4355,43,588563,2021,2021-01-01,2021-12-31,Jarohněvice
967499254,6,DEM0007,Živě narození,4355,43,588610,2021,2021-01-01,2021-12-31,Kostelec u Holešova
967500539,5,DEM0007,Živě narození,4355,43,593371,2021,2021-01-01,2021-12-31,Němčany
967500545,3,DEM0007,Živě narození,4355,43,593389,2021,2021-01-01,2021-12-31,Nemochovice
967500550,10,DEM0007,Živě narození,4355,43,593397,2021,2021-01-01,2021-12-31,Nemojany
967500569,11,DEM0007,Živě narození,4355,43,593435,2021,2021-01-01,2021-12-31,Nížkovice
967497889,3,DEM0007,Živě narození,4355,43,583944,2021,2021-01-01,2021-12-31,Šerkovice
967498863,19,DEM0007,Živě narození,4355,43,587346,2021,2021-01-01,2021-12-31,Kamenice
967498865,3,DEM0007,Živě narození,4355,43,587362,2021,2021-01-01,2021-12-31,Kamenná
967501214,10,DEM0007,Živě narození,4355,43,595772,2021,2021-01-01,2021-12-31,Jimramov
967503481,16,DEM0007,Živě narození,4355,43,505013,2021,2021-01-01,2021-12-31,Příkazy
967503487,3,DEM0007,Živě narození,4355,43,505099,2021,2021-01-01,2021-12-31,Červená Hora
967504886,1,DEM0007,Živě narození,4355,43,531430,2021,2021-01-01,2021-12-31,Horka I
967504893,9,DEM0007,Živě narození,4355,43,531456,2021,2021-01-01,2021-12-31,Liteň
967509080,7,DEM0007,Živě narození,4355,43,546151,2021,2021-01-01,2021-12-31,Deštná
967509088,0,DEM0007,Živě narození,4355,43,546194,2021,2021-01-01,2021-12-31,Bačkov
967506102,0,DEM0007,Živě narození,4355,43,535150,2021,2021-01-01,2021-12-31,Hořešovičky
967507311,11,DEM0007,Živě narození,4355,43,539015,2021,2021-01-01,2021-12-31,Vodochody
967505622,1,DEM0007,Živě narození,4355,43,533696,2021,2021-01-01,2021-12-31,Skvrňov
967505635,9,DEM0007,Živě narození,4355,43,533734,2021,2021-01-01,2021-12-31,Tismice
967505657,15,DEM0007,Živě narození,4355,43,533785,2021,2021-01-01,2021-12-31,Tuklaty
967506963,37,DEM0007,Živě narození,4355,43,537764,2021,2021-01-01,2021-12-31,Sadská
967507879,6,DEM0007,Živě narození,4355,43,540820,2021,2021-01-01,2021-12-31,Nedrahovice
967507899,24,DEM0007,Živě narození,4355,43,540901,2021,2021-01-01,2021-12-31,Nový Knín
967510313,1,DEM0007,Živě narození,4355,43,550400,2021,2021-01-01,2021-12-31,Bohušice
967510323,6,DEM0007,Živě narození,4355,43,550426,2021,2021-01-01,2021-12-31,Mičovice
967511594,44,DEM0007,Živě narození,4355,43,554928,2021,2021-01-01,2021-12-31,Vendryně
967511609,6,DEM0007,Živě narození,4355,43,554995,2021,2021-01-01,2021-12-31,Bečov nad Teplou
967509854,4,DEM0007,Živě narození,4355,43,549045,2021,2021-01-01,2021-12-31,Velký Rybník
967509859,5,DEM0007,Živě narození,4355,43,549053,2021,2021-01-01,2021-12-31,Veselá
967511163,5,DEM0007,Živě narození,4355,43,553379,2021,2021-01-01,2021-12-31,Dolní Studénky
967512159,5,DEM0007,Živě narození,4355,43,558567,2021,2021-01-01,2021-12-31,Vstiš
967512165,4,DEM0007,Živě narození,4355,43,558591,2021,2021-01-01,2021-12-31,Zemětice
967516413,1,DEM0007,Živě narození,4355,43,573043,2021,2021-01-01,2021-12-31,Kněžnice
967513732,1,DEM0007,Živě narození,4355,43,564150,2021,2021-01-01,2021-12-31,Libochovičky
967514735,4,DEM0007,Živě narození,4355,43,567469,2021,2021-01-01,2021-12-31,Bořislav
967514759,9,DEM0007,Živě narození,4355,43,567566,2021,2021-01-01,2021-12-31,Hrobčice
967515981,2,DEM0007,Živě narození,4355,43,571750,2021,2021-01-01,2021-12-31,Lozice
967516001,2,DEM0007,Živě narození,4355,43,571806,2021,2021-01-01,2021-12-31,Nová Ves u Bakova
967516006,4,DEM0007,Živě narození,4355,43,571814,2021,2021-01-01,2021-12-31,Zdětín
967516969,7,DEM0007,Živě narození,4355,43,574805,2021,2021-01-01,2021-12-31,Břehy
967518369,6,DEM0007,Živě narození,4355,43,580163,2021,2021-01-01,2021-12-31,Dolní Morava
967519382,16,DEM0007,Živě narození,4355,43,584215,2021,2021-01-01,2021-12-31,Zbraslav
967520952,33,DEM0007,Živě narození,4355,43,589632,2021,2021-01-01,2021-12-31,Kostelec na Hané
967518892,1,DEM0007,Živě narození,4355,43,582379,2021,2021-01-01,2021-12-31,Strhaře
967518903,5,DEM0007,Živě narození,4355,43,582417,2021,2021-01-01,2021-12-31,Sulíkov
967518923,1,DEM0007,Živě narození,4355,43,582531,2021,2021-01-01,2021-12-31,Uhřice
967518939,6,DEM0007,Živě narození,4355,43,582590,2021,2021-01-01,2021-12-31,Vanovice
967520200,20,DEM0007,Živě narození,4355,43,587044,2021,2021-01-01,2021-12-31,Dolní Cerekev
967521143,0,DEM0007,Živě narození,4355,43,590428,2021,2021-01-01,2021-12-31,Cidlina
967524448,1491,DEM0007,Živě narození,4355,65,5105,2021,2021-01-01,2021-12-31,Liberec
967521472,3,DEM0007,Živě narození,4355,43,591726,2021,2021-01-01,2021-12-31,Smrk
967521475,14,DEM0007,Živě narození,4355,43,591742,2021,2021-01-01,2021-12-31,Stařeč
967522766,4,DEM0007,Živě narození,4355,43,596302,2021,2021-01-01,2021-12-31,Olší
967523990,807,DEM0007,Živě narození,4355,101,40592,2021,2021-01-01,2021-12-31,Rychnov nad Kněžnou
967523998,5421,DEM0007,Živě narození,4355,100,3093,2021,2021-01-01,2021-12-31,Pardubický kraj
967527399,3,DEM0007,Živě narození,4355,43,534421,2021,2021-01-01,2021-12-31,Bavoryně
967527411,0,DEM0007,Živě narození,4355,43,534455,2021,2021-01-01,2021-12-31,Chlustina
967528797,14,DEM0007,Živě narození,4355,43,539040,2021,2021-01-01,2021-12-31,Vyšehořovice
967525646,0,DEM0007,Živě narození,4355,43,516350,2021,2021-01-01,2021-12-31,Oprostovice
967525673,5,DEM0007,Živě narození,4355,43,516899,2021,2021-01-01,2021-12-31,Polkovice
967525676,2,DEM0007,Živě narození,4355,43,516911,2021,2021-01-01,2021-12-31,Polom
967526958,3,DEM0007,Živě narození,4355,43,532975,2021,2021-01-01,2021-12-31,Třebusice
967527963,2,DEM0007,Živě narození,4355,43,536229,2021,2021-01-01,2021-12-31,Chlumec
967527966,0,DEM0007,Živě narození,4355,43,536237,2021,2021-01-01,2021-12-31,Zvíkov
967528933,8,DEM0007,Živě narození,4355,43,539511,2021,2021-01-01,2021-12-31,Okrouhlo
967528934,0,DEM0007,Živě narození,4355,43,539538,2021,2021-01-01,2021-12-31,Prameny
967528938,4,DEM0007,Živě narození,4355,43,539546,2021,2021-01-01,2021-12-31,Petrov
967528946,7,DEM0007,Živě narození,4355,43,539562,2021,2021-01-01,2021-12-31,Pohoří
967528948,21,DEM0007,Živě narození,4355,43,539571,2021,2021-01-01,2021-12-31,Průhonice
967528953,32,DEM0007,Živě narození,4355,43,539597,2021,2021-01-01,2021-12-31,Psáry
967528959,75,DEM0007,Živě narození,4355,43,539627,2021,2021-01-01,2021-12-31,Roztoky
967529562,147,DEM0007,Živě narození,4355,43,541656,2021,2021-01-01,2021-12-31,Rakovník
967531774,5,DEM0007,Živě narození,4355,43,550558,2021,2021-01-01,2021-12-31,Svatá Maří
967530110,5,DEM0007,Živě narození,4355,43,544728,2021,2021-01-01,2021-12-31,Pržno
967530123,6,DEM0007,Živě narození,4355,43,544761,2021,2021-01-01,2021-12-31,Lipí
967536568,1,DEM0007,Živě narození,4355,43,569283,2021,2021-01-01,2021-12-31,Kladníky
967536594,2,DEM0007,Živě narození,4355,43,569364,2021,2021-01-01,2021-12-31,Radostín
967536599,3,DEM0007,Živě narození,4355,43,569372,2021,2021-01-01,2021-12-31,Krchleby
967533451,1,DEM0007,Živě narození,4355,43,557897,2021,2021-01-01,2021-12-31,Klášter
